"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
150,7 Sep 2021 11:43:17.482,7 Sep 2021 11:51:07.249,469.767
151,7 Sep 2021 13:18:55.036,7 Sep 2021 13:25:51.653,416.617
152,7 Sep 2021 22:36:58.548,7 Sep 2021 22:45:04.447,485.898
153,8 Sep 2021 00:13:38.352,8 Sep 2021 00:19:39.145,360.793
154,8 Sep 2021 11:48:05.220,8 Sep 2021 11:56:09.207,483.987
155,8 Sep 2021 13:23:57.636,8 Sep 2021 13:30:25.171,387.534
156,8 Sep 2021 22:41:45.231,8 Sep 2021 22:49:59.917,494.686
157,9 Sep 2021 00:19:01.852,9 Sep 2021 00:24:11.755,309.903
158,9 Sep 2021 11:52:54.521,9 Sep 2021 12:01:08.319,493.798
159,9 Sep 2021 13:29:02.661,9 Sep 2021 13:34:55.004,352.344
160,9 Sep 2021 21:14:37.464,9 Sep 2021 21:17:36.795,179.331
161,9 Sep 2021 22:46:34.328,9 Sep 2021 22:54:54.222,499.894
162,10 Sep 2021 00:24:35.798,10 Sep 2021 00:28:35.320,239.522
163,10 Sep 2021 11:57:45.215,10 Sep 2021 12:06:04.782,499.567
164,10 Sep 2021 13:34:11.014,10 Sep 2021 13:39:20.258,309.244
165,10 Sep 2021 21:18:45.101,10 Sep 2021 21:23:00.246,255.144
166,10 Sep 2021 22:51:25.832,10 Sep 2021 22:59:47.369,501.537
167,11 Sep 2021 00:30:35.720,11 Sep 2021 00:32:34.342,118.622
168,11 Sep 2021 10:29:49.376,11 Sep 2021 10:31:49.779,120.404
169,11 Sep 2021 12:02:37.170,11 Sep 2021 12:10:58.712,501.542
170,11 Sep 2021 13:39:24.524,11 Sep 2021 13:43:39.085,254.561
171,11 Sep 2021 21:23:04.003,11 Sep 2021 21:28:13.692,309.689
172,11 Sep 2021 22:56:19.788,11 Sep 2021 23:04:39.319,499.531
173,12 Sep 2021 10:33:48.883,12 Sep 2021 10:37:49.201,240.317
174,12 Sep 2021 12:07:30.332,12 Sep 2021 12:15:50.195,499.863
175,12 Sep 2021 13:44:48.121,12 Sep 2021 13:47:46.565,178.444
176,12 Sep 2021 21:27:29.301,12 Sep 2021 21:33:22.010,352.708
177,12 Sep 2021 23:01:16.266,12 Sep 2021 23:09:29.993,493.726
178,13 Sep 2021 10:38:12.566,13 Sep 2021 10:43:23.013,310.447
179,13 Sep 2021 12:12:24.650,13 Sep 2021 12:20:39.265,494.615
180,13 Sep 2021 21:31:59.177,13 Sep 2021 21:38:27.008,387.831
181,13 Sep 2021 23:06:15.408,13 Sep 2021 23:14:19.283,483.875
182,14 Sep 2021 10:42:45.241,14 Sep 2021 10:48:46.443,361.202
183,14 Sep 2021 12:17:20.125,14 Sep 2021 12:25:25.927,485.802
184,14 Sep 2021 21:36:32.726,14 Sep 2021 21:43:29.589,416.863
185,14 Sep 2021 23:11:17.391,14 Sep 2021 23:19:07.004,469.613
186,15 Sep 2021 10:47:23.134,15 Sep 2021 10:54:03.273,400.139
187,15 Sep 2021 12:22:16.804,15 Sep 2021 12:30:10.148,473.344
188,15 Sep 2021 21:41:09.428,15 Sep 2021 21:48:30.270,440.842
189,15 Sep 2021 23:16:22.491,15 Sep 2021 23:23:52.900,450.409
190,16 Sep 2021 10:52:04.594,16 Sep 2021 10:59:15.194,430.600
191,16 Sep 2021 12:27:14.761,16 Sep 2021 12:34:51.841,457.080
192,16 Sep 2021 21:45:48.964,16 Sep 2021 21:53:29.369,460.404
193,16 Sep 2021 23:21:31.108,16 Sep 2021 23:28:36.588,425.480
194,17 Sep 2021 10:56:48.729,17 Sep 2021 11:04:23.117,454.388
195,17 Sep 2021 12:32:14.135,17 Sep 2021 12:39:30.866,436.731
196,17 Sep 2021 21:50:31.136,17 Sep 2021 21:58:27.080,475.944
197,17 Sep 2021 23:26:43.855,17 Sep 2021 23:33:17.467,393.612
198,18 Sep 2021 11:01:34.988,18 Sep 2021 11:09:27.609,472.620
199,18 Sep 2021 12:37:15.143,18 Sep 2021 12:44:07.010,411.867
200,18 Sep 2021 21:55:15.813,18 Sep 2021 22:03:23.530,487.718
201,18 Sep 2021 23:32:01.753,18 Sep 2021 23:37:54.550,352.797
202,19 Sep 2021 11:06:23.019,19 Sep 2021 11:14:29.047,486.029
203,19 Sep 2021 12:42:18.126,19 Sep 2021 12:48:39.924,381.798
204,19 Sep 2021 20:29:09.397,19 Sep 2021 20:30:09.212,59.814
205,19 Sep 2021 22:00:02.930,19 Sep 2021 22:08:18.788,495.858
206,19 Sep 2021 23:37:26.714,19 Sep 2021 23:42:25.943,299.229
207,20 Sep 2021 11:11:12.580,20 Sep 2021 11:19:27.683,495.103
208,20 Sep 2021 12:47:23.656,20 Sep 2021 12:53:09.031,345.375
209,20 Sep 2021 20:32:46.692,20 Sep 2021 20:36:01.957,195.265
210,20 Sep 2021 22:04:52.448,20 Sep 2021 22:13:12.894,500.446
211,20 Sep 2021 23:43:03.343,20 Sep 2021 23:46:47.078,223.735
212,21 Sep 2021 11:16:03.497,21 Sep 2021 11:24:23.685,500.188
213,21 Sep 2021 12:52:32.746,21 Sep 2021 12:57:33.323,300.578
214,21 Sep 2021 20:36:57.030,21 Sep 2021 20:41:22.935,265.905
215,21 Sep 2021 22:09:44.380,21 Sep 2021 22:18:05.832,501.451
216,21 Sep 2021 23:49:16.309,21 Sep 2021 23:50:33.312,77.004
217,22 Sep 2021 09:47:54.365,22 Sep 2021 09:50:24.300,149.935
218,22 Sep 2021 11:20:55.673,22 Sep 2021 11:29:17.180,501.508
219,22 Sep 2021 12:57:47.511,22 Sep 2021 13:01:50.676,243.165
220,22 Sep 2021 20:41:17.273,22 Sep 2021 20:46:35.265,317.992
221,22 Sep 2021 22:14:38.777,22 Sep 2021 22:22:57.560,498.784
222,23 Sep 2021 09:52:01.282,23 Sep 2021 09:56:16.061,254.779
223,23 Sep 2021 11:25:49.041,23 Sep 2021 11:34:08.235,499.194
224,23 Sep 2021 13:03:14.188,23 Sep 2021 13:05:54.851,160.664
225,23 Sep 2021 20:45:43.475,23 Sep 2021 20:51:42.896,359.421
226,23 Sep 2021 22:19:35.715,23 Sep 2021 22:27:48.004,492.288
227,24 Sep 2021 09:56:27.037,24 Sep 2021 10:01:47.551,320.514
228,24 Sep 2021 11:30:43.559,24 Sep 2021 11:38:56.879,493.320
229,24 Sep 2021 20:50:14.050,24 Sep 2021 20:56:47.418,393.368
230,24 Sep 2021 22:24:35.343,24 Sep 2021 22:32:37.029,481.686
231,25 Sep 2021 10:01:00.811,25 Sep 2021 10:07:09.628,368.817
232,25 Sep 2021 11:35:39.247,25 Sep 2021 11:43:43.116,483.868
233,25 Sep 2021 20:54:48.189,25 Sep 2021 21:01:49.636,421.447
234,25 Sep 2021 22:29:37.854,25 Sep 2021 22:37:24.450,466.597
235,26 Sep 2021 10:05:39.426,26 Sep 2021 10:12:25.502,406.077
236,26 Sep 2021 11:40:36.145,26 Sep 2021 11:48:26.898,470.753
237,26 Sep 2021 20:59:25.413,26 Sep 2021 21:06:50.018,444.605
238,26 Sep 2021 22:34:43.543,26 Sep 2021 22:42:09.988,446.445
239,27 Sep 2021 10:10:21.413,27 Sep 2021 10:17:36.662,435.249
240,27 Sep 2021 11:45:34.339,27 Sep 2021 11:53:08.131,453.791
241,27 Sep 2021 21:04:05.425,27 Sep 2021 21:11:48.858,463.434
242,27 Sep 2021 22:39:52.835,27 Sep 2021 22:46:53.233,420.398
243,28 Sep 2021 10:15:05.957,28 Sep 2021 10:22:43.946,457.989
244,28 Sep 2021 11:50:33.984,28 Sep 2021 11:57:46.668,432.684
245,28 Sep 2021 21:08:48.049,28 Sep 2021 21:16:46.340,478.291
246,28 Sep 2021 22:45:06.403,28 Sep 2021 22:51:33.531,387.128
247,29 Sep 2021 10:19:52.551,29 Sep 2021 10:27:47.876,475.326
248,29 Sep 2021 11:55:35.312,29 Sep 2021 12:02:22.268,406.956
249,29 Sep 2021 21:13:33.161,29 Sep 2021 21:21:42.576,489.416
250,29 Sep 2021 22:50:25.370,29 Sep 2021 22:56:09.784,344.414
251,30 Sep 2021 10:24:40.865,30 Sep 2021 10:32:48.804,487.938
252,30 Sep 2021 12:00:38.697,30 Sep 2021 12:06:54.556,375.859
253,30 Sep 2021 19:47:06.865,30 Sep 2021 19:48:45.951,99.087
254,30 Sep 2021 21:18:20.701,30 Sep 2021 21:26:37.628,496.927
255,30 Sep 2021 22:55:51.919,30 Sep 2021 23:00:39.835,287.915
256,1 Oct 2021 10:29:30.673,1 Oct 2021 10:37:46.958,496.285
257,1 Oct 2021 12:05:44.761,1 Oct 2021 12:11:22.911,338.150
258,1 Oct 2021 19:50:56.619,1 Oct 2021 19:54:26.464,209.845
259,1 Oct 2021 21:23:10.643,1 Oct 2021 21:31:31.530,500.886
260,1 Oct 2021 23:01:31.686,1 Oct 2021 23:04:58.083,206.397
261,2 Oct 2021 10:34:21.823,2 Oct 2021 10:42:42.514,500.692
262,2 Oct 2021 12:10:54.649,2 Oct 2021 12:15:46.181,291.532
263,2 Oct 2021 19:55:09.249,2 Oct 2021 19:59:45.370,276.121
264,2 Oct 2021 21:28:03.005,2 Oct 2021 21:36:24.256,501.251
265,3 Oct 2021 09:06:02.004,3 Oct 2021 09:08:56.129,174.124
266,3 Oct 2021 10:39:14.212,3 Oct 2021 10:47:35.572,501.360
267,3 Oct 2021 12:16:10.831,3 Oct 2021 12:20:01.891,231.060
268,3 Oct 2021 19:59:30.725,3 Oct 2021 20:04:56.691,325.966
269,3 Oct 2021 21:32:57.845,3 Oct 2021 21:41:15.766,497.921
270,4 Oct 2021 09:10:14.179,4 Oct 2021 09:14:42.374,268.195
271,4 Oct 2021 10:44:07.786,4 Oct 2021 10:52:26.202,498.416
272,4 Oct 2021 12:21:41.461,4 Oct 2021 12:24:01.891,140.430
273,4 Oct 2021 20:03:57.785,4 Oct 2021 20:10:03.691,365.906
274,4 Oct 2021 21:37:55.249,4 Oct 2021 21:46:05.972,490.723
275,5 Oct 2021 09:14:41.745,5 Oct 2021 09:20:11.807,330.062
276,5 Oct 2021 10:49:02.509,5 Oct 2021 10:57:14.421,491.913
277,5 Oct 2021 20:08:29.034,5 Oct 2021 20:15:07.757,398.723
278,5 Oct 2021 21:42:55.368,5 Oct 2021 21:50:54.729,479.361
279,6 Oct 2021 09:19:16.532,6 Oct 2021 09:25:32.629,376.097
280,6 Oct 2021 10:53:58.408,6 Oct 2021 11:02:00.229,481.821
281,6 Oct 2021 20:13:03.747,6 Oct 2021 20:20:09.626,425.879
282,6 Oct 2021 21:47:58.419,6 Oct 2021 21:55:41.841,463.421
283,7 Oct 2021 09:23:55.823,7 Oct 2021 09:30:47.586,411.763
284,7 Oct 2021 10:58:55.526,7 Oct 2021 11:06:43.566,468.041
285,7 Oct 2021 20:17:41.481,7 Oct 2021 20:25:09.715,448.234
286,7 Oct 2021 21:53:04.707,7 Oct 2021 22:00:27.007,442.300
287,8 Oct 2021 09:28:38.312,8 Oct 2021 09:35:58.010,439.699
288,8 Oct 2021 11:03:53.967,8 Oct 2021 11:11:24.335,450.369
289,8 Oct 2021 20:22:21.966,8 Oct 2021 20:30:08.305,466.339
290,8 Oct 2021 21:58:14.695,8 Oct 2021 22:05:09.784,415.089
291,9 Oct 2021 09:33:23.250,9 Oct 2021 09:41:04.670,461.420
292,9 Oct 2021 11:08:53.884,9 Oct 2021 11:16:02.378,428.493
293,9 Oct 2021 20:27:05.036,9 Oct 2021 20:35:05.560,480.524
294,9 Oct 2021 22:03:29.117,9 Oct 2021 22:09:49.468,380.350
295,10 Oct 2021 09:38:10.166,10 Oct 2021 09:46:08.049,477.883
296,10 Oct 2021 11:13:55.545,10 Oct 2021 11:20:37.423,401.878
297,10 Oct 2021 20:31:50.578,10 Oct 2021 20:40:01.585,491.007
298,10 Oct 2021 22:08:49.218,10 Oct 2021 22:14:24.830,335.612
299,11 Oct 2021 09:42:58.760,11 Oct 2021 09:51:08.470,489.710
300,11 Oct 2021 11:18:59.348,11 Oct 2021 11:25:09.075,369.727
301,11 Oct 2021 19:05:10.282,11 Oct 2021 19:07:16.781,126.499
302,11 Oct 2021 20:36:38.542,11 Oct 2021 20:44:56.433,497.891
303,11 Oct 2021 22:14:17.508,11 Oct 2021 22:18:53.388,275.881
304,12 Oct 2021 09:47:48.817,12 Oct 2021 09:56:06.160,497.343
305,12 Oct 2021 11:24:05.983,12 Oct 2021 11:29:36.632,330.648
306,12 Oct 2021 19:09:07.111,12 Oct 2021 19:12:50.443,223.332
307,12 Oct 2021 20:41:28.915,12 Oct 2021 20:49:50.127,501.212
308,12 Oct 2021 22:20:01.045,12 Oct 2021 22:23:08.119,187.074
309,13 Oct 2021 09:52:40.187,13 Oct 2021 10:01:01.265,501.078
310,13 Oct 2021 11:29:16.740,13 Oct 2021 11:33:58.810,282.070
311,13 Oct 2021 19:13:21.732,13 Oct 2021 19:18:07.581,285.849
312,13 Oct 2021 20:46:21.707,13 Oct 2021 20:54:42.646,500.939
313,14 Oct 2021 08:24:11.297,14 Oct 2021 08:27:26.256,194.959
314,14 Oct 2021 09:57:32.788,14 Oct 2021 10:05:53.890,501.102
315,14 Oct 2021 11:34:34.541,14 Oct 2021 11:38:12.676,218.135
316,14 Oct 2021 19:17:44.348,14 Oct 2021 19:23:17.987,333.640
317,14 Oct 2021 20:51:16.988,14 Oct 2021 20:59:33.933,496.945
318,15 Oct 2021 08:28:27.501,15 Oct 2021 08:33:08.218,280.717
319,15 Oct 2021 10:02:26.566,15 Oct 2021 10:10:44.092,497.527
320,15 Oct 2021 11:40:10.563,15 Oct 2021 11:42:07.060,116.498
321,15 Oct 2021 19:22:12.222,15 Oct 2021 19:28:24.391,372.169
322,15 Oct 2021 20:56:14.864,15 Oct 2021 21:04:23.890,489.027
323,16 Oct 2021 08:32:56.669,16 Oct 2021 08:38:35.802,339.133
324,16 Oct 2021 10:07:21.494,16 Oct 2021 10:15:31.889,490.395
325,16 Oct 2021 19:26:44.125,16 Oct 2021 19:33:28.029,403.904
326,16 Oct 2021 21:01:15.483,16 Oct 2021 21:09:12.374,476.892
327,17 Oct 2021 08:37:32.390,17 Oct 2021 08:43:55.448,383.058
328,17 Oct 2021 10:12:17.604,17 Oct 2021 10:20:17.262,479.657
329,17 Oct 2021 19:31:19.397,17 Oct 2021 19:38:29.559,430.162
330,17 Oct 2021 21:06:19.081,17 Oct 2021 21:13:59.167,460.087
331,18 Oct 2021 08:42:12.318,18 Oct 2021 08:49:09.527,417.209
332,18 Oct 2021 10:17:14.947,18 Oct 2021 10:25:00.154,465.207
333,18 Oct 2021 19:35:57.631,18 Oct 2021 19:43:29.367,451.736
334,18 Oct 2021 21:11:25.983,18 Oct 2021 21:18:43.950,437.967
335,19 Oct 2021 08:46:55.285,19 Oct 2021 08:54:19.242,443.957
336,19 Oct 2021 10:22:13.636,19 Oct 2021 10:29:40.457,446.821
337,19 Oct 2021 19:40:38.587,19 Oct 2021 19:48:27.708,469.121
338,19 Oct 2021 21:16:36.692,19 Oct 2021 21:23:26.242,409.550
339,20 Oct 2021 08:51:40.602,20 Oct 2021 08:59:25.291,464.689
340,20 Oct 2021 10:27:13.842,20 Oct 2021 10:34:17.991,424.149
341,20 Oct 2021 19:45:22.101,20 Oct 2021 19:53:24.739,482.638
342,20 Oct 2021 21:21:52.006,20 Oct 2021 21:28:05.271,373.265
343,21 Oct 2021 08:56:27.833,21 Oct 2021 09:04:28.129,480.296
344,21 Oct 2021 10:32:15.840,21 Oct 2021 10:38:52.474,396.634
345,21 Oct 2021 19:50:08.078,21 Oct 2021 19:58:20.555,492.477
346,21 Oct 2021 21:27:13.313,21 Oct 2021 21:32:39.671,326.359
347,22 Oct 2021 09:01:16.698,22 Oct 2021 09:09:28.055,491.357
348,22 Oct 2021 10:37:20.086,22 Oct 2021 10:43:23.463,363.377
